protein,0min,5min,15min,30min,60min,120min
IPI00319973.3_Pgrmc1_180,0.414682771,0.943487472,-0.558592567,-0.909178286,1.236585529,-1.126984919
IPI00399953.1_Wnk1_2027,0.205183284,-0.911382777,-1.011908099,1.707098469,0.312976081,-0.301966958
IPI00469618.2_Haus6_500,0.258942063,-0.069821249,1.501759889,-0.414192401,0.279879509,-1.556567811
IPI00165688.2_Slc23a2_70,1.056482891,0.915850713,-1.179474419,-1.245472564,0.214685047,0.237928332
IPI00417155.1_Eif4g3_483,0.723834781,-1.767208591,0.856908772,0.183659915,-0.539434504,0.542239626
IPI00127472.2_Arvcf_269,-0.245218932,0.674212342,1.236584238,-1.647203904,-0.357551132,0.339177387
IPI00399953.1_Wnk1_2024,-0.208243113,-0.957463608,-1.024916519,0.799548255,-0.135913696,1.526988681
IPI00957103.1_Nfkb2_414,-1.311769219,-0.412824309,0.199835832,-0.727813623,1.159086583,1.093484736
IPI00165688.2_Slc23a2_78,-1.839471163,-0.401183523,0.349242144,0.327269855,0.743014858,0.821127828
IPI00848818.1_Mtap4_785,-0.432028933,1.192576058,0.295132559,-1.541118476,0.879562608,-0.394123816
IPI00226263.5_Mxra7_96,-0.564634846,0.027738109,1.230563834,0.914640544,-1.523958197,-0.084349444
IPI00857576.1_4933411K20Rik_19,0.759484491,0.971053315,-1.767488081,-0.135676628,-0.315505214,0.488132117
IPI00857576.1_4933411K20Rik_8,0.759484491,0.971053315,-1.767488081,-0.135676628,-0.315505214,0.488132117
IPI00459443.5_Tnks1bp1_1246,0.40303467,-0.008297634,0.485234853,-1.881841995,1.029537074,-0.027666967
IPI00170027.1_Fam176b_72,-1.552751455,-0.441539349,-0.45777377,0.625004348,1.163274108,0.663786118
IPI00480372.3_Ppfibp1_511,1.455992717,0.662703809,-1.407617382,0.054034576,-0.66882853,-0.096285188
IPI00108978.4_Zmynd8_456,1.219194827,0.464487802,-0.137001624,-0.581111557,-1.595257822,0.629688374
IPI00320208.3_Eef1b2_112,0.010649795,-0.368253959,-1.183512486,-0.514331325,1.764814178,0.290633797
IPI00108978.4_Zmynd8_468,0.608466347,1.541636705,-0.166878053,-0.300905847,-1.441006846,-0.241312306
IPI00553798.2_Ahnak_5617,1.266868562,0.44219371,0.289027189,-1.475347621,0.372147798,-0.894889639
IPI00229534.5_Marcks_124,1.88263182,-0.706618733,-0.580616134,-0.753338448,-0.061173339,0.219114833
IPI00850156.1_Mia3_766,0.903110233,1.332848565,-0.489654739,0.067882446,-0.398221716,-1.415964789
IPI00653381.3_Pdlim5_332,-0.312193599,-0.68046028,1.448771353,0.767725873,0.09598766,-1.319831006
IPI00134095.3_Birc6_457,1.71592843,0.220085528,0.091594367,-1.262210298,-0.620049544,-0.145348484
IPI00874398.1_Fam65a_92,1.185562913,-0.715172982,-0.003009792,0.426155343,-1.565281916,0.671746435
IPI00785240.1_Srrm2_1214,-0.142104952,1.971023004,-0.834300716,-0.142891532,-0.337317988,-0.514407817
IPI00274795.4_Ncor1_2135,0.53838132,-0.719441043,1.481096984,-1.403425917,0.16113141,-0.057742754
IPI00624746.3_NA_190,-0.046968938,-0.405171777,1.82609434,-1.214757743,-0.006450247,-0.152745635
IPI00785240.1_Srrm2_1360,1.049787095,0.061551959,-1.334157024,-0.245915041,-0.751497056,1.220230066
IPI00123565.1_Aatf_287,0.489947175,-0.828740586,0.987402157,-1.408756726,-0.262059096,1.022207075
IPI00123565.1_Aatf_283,0.500007982,-0.914051825,0.986719866,-1.357691283,-0.235757872,1.020773133
IPI00123565.1_Aatf_288,0.436338089,-0.451951078,0.967164718,-1.589739905,-0.366116341,1.004304516
IPI00128326.1_Cdk4_300,1.182020309,-0.444136692,-0.716975589,-0.565779353,-0.828238661,1.373109987
IPI00849047.1_NA_186,-0.426228119,-1.400916094,0.92884972,1.37089687,-0.204939139,-0.267663238
IPI00349401.5_Sf3b2_763,-0.559223633,1.908818524,-0.531523813,-0.018415863,-0.86945503,0.069799815
IPI00469997.4_Usp20_132,0.913649059,-0.66274533,-0.451740036,-0.404823356,-0.957061275,1.562720938
IPI00229072.2_Pml_535,-1.128859467,1.87479458,-0.27954549,-0.178117717,0.028200405,-0.316472312
IPI00649115.1_Nedd4l_475,-1.28266032,1.111373157,-0.312082237,-0.968160952,0.851126801,0.600403551
IPI00227654.3_Anapc2_485,-0.03302004,-0.020609406,-1.466782358,-0.493344829,0.470204564,1.54355207
IPI00461536.2_Nol8_843,-0.980154258,-1.101428057,1.483905246,0.136217209,-0.268845568,0.730305429
IPI00461536.2_Nol8_838,-1.018322562,-1.140467344,1.463433691,0.106066627,-0.115131971,0.704421558
IPI00461536.2_Nol8_837,-1.018322562,-1.140467344,1.463433691,0.106066627,-0.115131971,0.704421558
IPI00459468.2_Wrnip1_75,-1.943353002,-0.104944063,0.259537726,0.51311217,0.822328427,0.453318742
IPI00469392.2_Rtn4_109,-1.706838078,-0.551114014,0.517239996,0.467410236,1.129762867,0.143538993
IPI00230394.5_Lmnb1_24,-1.737249045,-0.466419756,0.399830334,1.050748008,0.705870356,0.047220103
IPI00410802.2_Cd44_744,1.003194668,0.981140781,0.639788595,-0.458223188,-0.901151042,-1.264749813
IPI00453812.3_Cttnbp2nl_488,0.476653705,0.386683339,0.890169621,0.640093642,-0.669308825,-1.724291482
IPI00515276.1_Mett10d_499,0.90948587,0.354000211,0.795233841,0.005631872,-0.230828109,-1.833523686
IPI00515276.1_Mett10d_503,0.496821379,0.162999398,0.731427447,-0.007298448,0.579618963,-1.963568739
IPI00337844.4_Ranbp2_1154,1.57547435,0.270062213,0.386908227,-0.5988583,-0.268014908,-1.365571581
IPI00169485.3_Rab11fip1_358,1.593662437,-0.067023279,0.120180085,-0.474875614,0.288405644,-1.460349273
IPI00221566.3_Htatsf1_645,0.065733056,0.786431939,1.442714491,-0.1858876,-1.191063291,-0.917928596
IPI00318938.6_Eif4ebp1_81,1.202596024,0.8789692,-0.892574212,0.23357904,-0.033761858,-1.388808192
IPI00664246.4_Nrbp1_439,-0.166391299,1.771097922,0.526476607,-0.576836101,-0.683335712,-0.871011417
IPI00875198.1_Samhd1_310,1.072082815,-1.218751084,1.311267974,-0.040523502,-0.640920053,-0.48315615
IPI00227299.6_Vim_426,0.55873741,0.416660949,0.235308579,-1.987803079,0.067973786,0.709122355
IPI00785240.1_Srrm2_2350,-0.413063653,-0.290934203,0.836309519,-1.264127517,1.516381534,-0.384565679
IPI00224784.4_Ptma_2,0.637213548,1.348144559,-0.774566886,0.588396946,-0.574201024,-1.224987142
IPI00308559.1_Snip1_383,0.551288567,-1.946130844,-0.061830948,0.652636147,0.680999576,0.123037503
IPI00308559.1_Snip1_33,0.107385044,-0.507207438,1.970004021,-0.497443792,-0.653543287,-0.419194547
IPI00648141.1_Gsk3a_278,-0.065823401,0.967676392,0.959206621,-1.537385812,0.439517753,-0.763191553
IPI00625898.3_Bbx_811,1.562049137,0.663854935,-0.742268619,-1.16064754,0.129257748,-0.452245661
IPI00331291.2_Dnm1_849,-0.379570299,-1.345949266,1.591204288,0.043261031,0.548716411,-0.457662167
IPI00122845.11_Rsf1_1285,-0.734152425,-0.936064549,1.027720202,1.401951586,-0.009092476,-0.750362339
IPI00453849.3_Rnmt_11,-0.728949239,-1.259243812,0.804244674,-0.298122739,1.465253746,0.01681737
IPI00929847.1_Fkbp15_1091,-0.232338482,0.078167865,1.898063816,-1.045315011,-0.366217607,-0.332360582
IPI00474486.4_Leo1_206,-0.399137671,1.492436398,-1.4716575,-0.11828323,-0.145525008,0.64216701
IPI00474486.4_Leo1_213,-0.139233065,-0.401637447,-1.539833115,0.30606462,0.262872493,1.511766514
IPI00474486.4_Leo1_221,-0.139233065,-0.401637447,-1.539833115,0.30606462,0.262872493,1.511766514
IPI00338515.4_Rprd1b_166,-0.487134665,0.076482931,-0.581102202,-0.209492495,-0.751002992,1.952249423
IPI00848818.1_Mtap4_475,-1.226216355,-1.029971618,-0.277341426,0.475526193,1.11508264,0.942920567
IPI00135708.1_Map2k2_293,-1.72142032,-0.441874804,1.054895591,0.693409261,0.49186212,-0.076871848
IPI00135708.1_Map2k2_295,-1.701073661,-0.420146254,0.871642125,0.731455787,0.759467216,-0.241345214
IPI00116442.1_Hdgfrp2_459,-1.447993975,-1.030933394,0.239333954,0.937704034,0.482923546,0.818965834
IPI00314755.5_Hn1_87,-1.713250625,-0.71654716,0.442507541,0.709860662,0.772326564,0.505103019
IPI00855144.2_Arhgef5_851,-1.986160772,0.292844604,0.754472664,0.182060059,0.177553519,0.579229926
IPI00153421.1_Dync1li1_515,-1.738225731,-0.115508124,0.352179451,1.045054188,0.796081217,-0.339581
IPI00312128.3_Trim28_473,-1.521782512,-0.853065236,0.122435819,0.804876797,1.074453694,0.373081438
IPI00116371.4_Mical1_781,1.54790677,0.621252108,0.271425225,-0.488090128,-0.978534002,-0.973959974
IPI00470003.3_Parva_4,1.148209456,-0.801728569,0.45613085,-0.991484785,-0.862096905,1.050969953
IPI00471007.1_Arhgef11_622,1.055228202,0.506033832,1.101155993,-0.715224553,-0.900963039,-1.046230434
IPI00938543.1_Fbrs_434,1.022607151,0.475383054,-1.778192611,-0.447943046,0.139834311,0.588311141
IPI00467379.2_Pak4_257,1.283806601,-0.052130855,-0.343454215,-0.403197236,-1.457207561,0.972183265
IPI00407283.1_Slc17a5_16,1.263210295,-1.081614593,0.084070587,-0.146632145,-1.108029401,0.988995257
IPI00165716.4_Gorasp2_448,1.51724462,-0.762986065,0.190707194,-1.397488556,0.116513772,0.336009034
IPI00458001.1_Atxn2l_629,0.42437531,1.021407019,1.076938965,-0.672673245,-0.449099881,-1.400948167
IPI00134563.1_Sall2_803,0.560681035,0.754104861,0.261592071,-1.713926108,-0.673361286,0.810909427
IPI00453512.3_Alkbh5_385,1.364599852,0.159225497,0.434671925,0.336776813,-0.85097679,-1.444297297
IPI00330897.1_Topors_102,1.292226603,-1.205857203,1.119745933,-0.685682528,-0.168996399,-0.351436406
IPI00620969.2_Tsc2_671,-0.926541069,0.243429851,1.502963675,-1.303638863,0.183306424,0.300479982
IPI00337947.10_Tnrc6c_986,0.445252768,-0.649433621,-0.607702405,0.357072587,1.602133768,-1.147323096
IPI00845626.1_Tle3_296,0.226900289,-0.388225163,-0.880856702,0.654339381,1.520291736,-1.132449541
IPI00122297.5_Adcy6_55,-0.817525733,0.227195762,1.83219787,-0.007482392,-0.901072085,-0.333313421
IPI00225616.3_Dennd2a_303,-1.823779366,0.699068179,-0.301380237,0.781424917,0.693736071,-0.049069563
IPI00459443.5_Tnks1bp1_300,1.799491437,0.308333026,-0.431254788,-0.291436437,-1.159764853,-0.225368385
IPI00648188.2_Mier1_376,1.488231602,-0.743576096,-1.184824915,-0.533757451,0.673091648,0.300835212
IPI00876144.2_Filip1l_1080,1.59993438,-0.881717024,-0.500739422,-1.019867417,0.243079103,0.55931038
IPI00453673.4_Sik3_221,1.8924503,0.259261346,-0.886878992,-0.443424454,-0.286446083,-0.534962117
IPI00118248.1_Prrx1_76,1.79824508,-0.52548214,-1.082423934,-0.466673116,-0.038719224,0.315053334
IPI00381148.1_Nckap5l_473,1.144553346,0.75415104,-0.064877519,0.123956867,-1.748703817,-0.209079917
IPI00453812.3_Cttnbp2nl_481,1.211477945,0.870343603,0.463019147,-0.771442379,-1.329893435,-0.443504881
IPI00462772.2_Ski_479,1.504130309,-0.194002107,0.032037999,0.147589398,-1.630163138,0.140407538
IPI00754110.2_Acbd5_191,0.676766626,1.719564898,-0.344593813,-0.487885619,-0.729535484,-0.834316608
IPI00607974.1_Mak16_222,1.089580361,-0.892117261,-1.452437911,0.707363606,0.632318683,-0.084707477
IPI00607974.1_Mak16_225,1.089580361,-0.892117261,-1.452437911,0.707363606,0.632318683,-0.084707477
IPI00314989.2_Herc2_2929,0.459983589,-0.437291828,-1.519127702,1.495277967,-0.163105332,0.164263307
IPI00420246.1_Heatr6_673,1.425809829,-1.63539881,-0.339384883,0.151983093,0.00425936,0.392731412
IPI00420246.1_Heatr6_675,0.390894292,1.856993512,-0.833788279,-0.492879827,-0.595369757,-0.325849942
IPI00109162.1_Ccdc94_306,0.714052749,-0.910609836,-1.419384224,0.097683102,0.267107337,1.251150872
IPI00608092.1_Sin3b_670,1.229753214,-0.082739471,-1.188659969,-0.438907308,1.178318135,-0.697764601
IPI00798550.1_Cytsb_133,-0.059017344,-1.230370366,-1.073226937,0.938925754,1.178675814,0.24501308
IPI00828372.1_Rbms3_88,1.594810187,0.245744017,-0.783969485,-1.177854528,-0.379187627,0.500457436
IPI00153633.2_Ctage5_541,1.211889222,-0.420193961,0.384923003,-0.023767725,-1.703700467,0.550849929
IPI00308560.6_Wdr44_403,0.061681547,1.467980428,-1.483771128,0.339690486,-0.667093302,0.28151197
IPI00121514.3_Stip1_189,1.087782749,-1.294745695,-0.770351413,1.2303254,-0.101877347,-0.151133693
IPI00652478.3_5730455O13Rik_283,1.248468512,-0.980990523,-1.190619752,-0.412166673,0.666450353,0.668858083
IPI00224200.1_Iws1_252,0.175556467,1.672420932,-0.677939175,-0.615460661,0.490831217,-1.04540878
IPI00130127.2_Gys1_645,0.731431102,1.36570351,0.083612246,-1.497644913,-0.583022543,-0.100079403
IPI00453851.4_Dido1_1035,0.114642712,-0.987859474,-1.11209612,1.48111858,0.728235122,-0.224040819
IPI00665174.3_Mllt6_400,-0.035431523,0.53815076,-0.684899181,-0.406930046,1.691146224,-1.102036235
IPI00890892.1_Tnrc18_348,1.533201091,0.478166743,0.386064598,-0.796289748,-1.222293285,-0.3788494
IPI00608092.1_Sin3b_667,-0.071454426,-0.162975497,-0.826907079,-0.441665106,1.968049902,-0.465047794
IPI00464223.6_Myof_1768,1.043501166,0.868423657,0.309932653,0.197863006,-0.992818721,-1.426901761
IPI00469712.3_Smarca2_598,-0.745014435,-0.128602822,-1.270108755,0.243375813,1.63950134,0.260848859
IPI00322456.2_Mepce_192,0.588296955,0.687057927,0.431035318,-0.353302476,-1.892237248,0.539149524
IPI00857253.1_Atrx_1216,-0.651481267,-0.168145432,-1.099986683,1.820071412,-0.049512258,0.149054228
IPI00857289.1_Wbp7_639,0.791174295,-1.140356622,-0.993878036,1.37606223,0.29313162,-0.326133486
IPI00396802.1_Chd4_510,1.586923811,-0.680128121,0.882135331,-0.747200605,-0.256265565,-0.785464851
IPI00109162.1_Ccdc94_309,0.266636187,-0.278332392,-0.175096662,0.734048116,-1.711022246,1.163766996
IPI00464128.5_Cdk13_664,0.930972269,0.597324134,0.244644463,0.428622913,-1.845592088,-0.35597169
IPI00229801.5_Trp53bp1_627,-0.712402187,-0.129614151,-0.941503306,1.851937662,-0.314602665,0.246184648
IPI00320741.1_Ctcf_609,0.416527093,1.400800962,0.574281347,-1.319317561,-0.867022828,-0.205269012
IPI00320741.1_Ctcf_610,0.416527093,1.400800962,0.574281347,-1.319317561,-0.867022828,-0.205269012
IPI00320741.1_Ctcf_612,0.416527093,1.400800962,0.574281347,-1.319317561,-0.867022828,-0.205269012
IPI00462445.2_Nedd4_281,-1.182107738,1.311398301,-1.008875821,0.916223551,0.093234856,-0.129873149
IPI00923630.1_Zfp787_46,-0.051632477,-0.823971359,0.353820471,-1.177495168,1.675153568,0.024124966
IPI00124272.1_Lig3_244,0.559453187,0.464187107,0.735787954,0.052306474,-1.975033211,0.16329849
IPI00229801.5_Trp53bp1_298,-0.024429424,-0.029616082,0.898419024,-0.511478947,1.22537692,-1.55827149
IPI00120084.1_Dcaf6_665,0.183750768,0.243260183,1.521158687,0.258761808,-1.316662238,-0.890269209
IPI00785240.1_Srrm2_831,-0.550661781,1.664075961,0.507820635,0.179065248,-0.807585245,-0.992714819
IPI00857720.1_Dpy19l1_28,0.132053986,-0.417892486,1.948655299,-0.491169713,-0.789593031,-0.382054054
IPI00135411.1_Apba3_122,-0.346182781,1.575314965,0.883753163,-0.625766803,-0.49843102,-0.988687523
IPI00129298.1_Palm_116,-0.10393728,-0.391591943,1.827339447,-1.191523805,0.11304279,-0.253329208
IPI00169552.1_Kctd15_38,0.026971716,0.51878797,1.432816641,-1.614612239,-0.226481651,-0.137482438
IPI00417070.2_Med14_1147,-0.465035978,0.722092795,1.150161752,-1.486481095,0.642409895,-0.563147369
IPI00875550.1_Ube2o_1193,-0.335080591,0.858730612,1.135663393,-1.490924598,0.474168305,-0.642557122
IPI00875550.1_Ube2o_1198,-0.48972664,-0.456848869,1.759611089,-0.719966507,0.636306239,-0.729375311
IPI00123494.3_Psmd2_9,-0.450492626,0.813623905,1.523463109,-0.989515913,0.01655003,-0.913628504
IPI00876328.1_Pcnxl3_1909,-0.257338722,1.245715262,1.011199859,0.115469518,-1.291405714,-0.823640203
IPI00625950.2_Aprt_15,-1.827034465,1.060495296,0.51924915,0.16592996,0.384796745,-0.303436686
IPI00620256.3_Lmna_629,-1.557132928,0.15998561,1.061532806,1.022499774,-0.077474324,-0.609410938
IPI00453751.2_Bcl9l_1014,-0.183144978,0.702064633,1.637777374,-0.353179809,-1.043489484,-0.760027736
IPI00607924.1_Fam134a_332,0.127751953,-1.424952944,1.700037131,-0.164740605,-0.057492555,-0.18060298
IPI00118923.2_Ppp1r11_107,-1.635446683,-0.741749453,0.457326829,0.215328338,1.035133571,0.669407398
IPI00622008.2_Mast2_1341,-1.876447977,-0.133945735,0.519009856,0.062674474,1.003402232,0.425307151
IPI00114333.2_Rps6ka3_415,-1.749067347,-0.385429356,1.053581734,0.112798633,0.167178847,0.800937488
IPI00608032.1_Abcc5_43,-1.815072512,1.025593923,0.73127983,0.076411293,0.228479675,-0.246692208
IPI00230657.3_Nfib_364,-0.714657822,1.053305639,0.888325447,-0.391711268,-1.439497014,0.604235019
IPI00928228.1_Elf4_633,-1.021257678,-0.877653497,1.703335194,-0.068704792,-0.218404759,0.482685531
IPI00896717.1_Klf2_175,-1.820511348,0.465799318,0.56682596,-0.526927721,0.605170504,0.709643287
IPI00896717.1_Klf2_171,-1.820511348,0.465799318,0.56682596,-0.526927721,0.605170504,0.709643287
IPI00128078.2_Nat6_286,-1.97364619,-0.002657416,0.195156365,0.621671677,0.642825752,0.516649812
IPI00132691.2_Zbed3_201,-1.564741859,0.333411542,1.477322352,0.315542713,-0.299615269,-0.261919479
IPI00648562.1_Med1_772,-1.837223398,1.067868692,0.605952638,0.153476,0.221161894,-0.211235826
IPI00225777.3_C130039O16Rik_647,-2.032340415,0.350447859,0.567597712,0.451248907,0.307325454,0.355720483
IPI00225777.3_C130039O16Rik_653,-2.032340415,0.350447859,0.567597712,0.451248907,0.307325454,0.355720483
IPI00652758.1_Tom1_496,-1.754981892,0.244882889,1.154042129,0.65270355,0.022316844,-0.31896352
IPI00776162.3_Eif4g2_507,1.722510586,0.643763763,-0.192143831,-0.669075704,-0.778498095,-0.726556719
IPI00453812.3_Cttnbp2nl_567,0.719660978,0.213464663,1.162923888,0.258576059,-0.827215282,-1.527410307
IPI00330497.4_Kank2_19,0.8763697,0.163226625,1.293300919,-0.422561593,-0.440650334,-1.469685318
IPI00387602.1_Mtss1l_543,-0.012796558,0.330160045,1.623027659,-0.018903209,-0.507866206,-1.413621731
IPI00380331.1_Ppp2r5d_45,0.992605588,0.861072031,0.285185469,0.132081992,-0.589616829,-1.681328253
IPI00420601.6_Usp10_206,1.271779009,0.337984483,0.891130714,-0.57040053,-0.587443311,-1.343050365
IPI00387422.3_Zyx_300,1.514823629,0.38487019,0.622052342,-0.700662252,-0.807745301,-1.013338607
IPI00848475.1_NA_29,1.322338505,0.628891063,0.502251783,-0.279093923,-0.802776512,-1.371610918
IPI00122168.3_Ptpn14_578,1.436271256,0.657601081,0.417518819,-1.19843254,-0.78335132,-0.529607297
IPI00956775.1_Phldb1_553,1.835020926,0.001988092,-1.211661716,-0.300085869,-0.26660453,-0.058656903
IPI00816914.1_Dock7_452,-0.263020172,0.812678508,0.759438278,0.421911061,0.138842917,-1.869850592
IPI00420477.3_Arhgef18_952,1.344543964,0.789440273,0.262820896,-0.270392808,-1.351289313,-0.775123012
IPI00469712.3_Smarca2_327,1.727704124,0.245918803,-0.430921213,-0.110006288,-1.320690263,-0.112005162
IPI00890880.1_Nab2_479,0.36637643,0.869510298,1.033463306,0.153641181,-1.414750277,-1.008240939
IPI00918245.2_Svil_357,1.499084,0.492859784,-0.058468802,0.227932206,-0.837162855,-1.324244334
IPI00471007.1_Arhgef11_294,0.945692751,0.476754599,0.466254859,0.088658445,-0.067230713,-1.910129941
IPI00662157.3_Synpo_1034,0.467871304,-0.557204535,1.618509749,0.162368057,-0.401913734,-1.28963084
IPI00130127.2_Gys1_647,0.727667227,0.436969783,-0.62203773,0.688025391,0.538383769,-1.769008439
IPI00407835.2_Ubap2l_630,1.127435042,0.943607238,0.196354089,-0.104193035,-0.607597363,-1.55560597
IPI00282957.4_Mtap7d1_496,1.721351033,0.431984876,-0.639264951,-0.247174513,-0.095827786,-1.171068659
IPI00282957.4_Mtap7d1_479,1.721351033,0.431984876,-0.639264951,-0.247174513,-0.095827786,-1.171068659
IPI00321922.2_Pacs1_529,0.999764408,0.886042115,0.071245887,0.033681656,-0.21188793,-1.778846135
IPI00896710.1_Erbb2ip_639,1.802627559,-1.003406467,-0.000124959,0.040661493,0.021403147,-0.861160774
IPI00850156.1_Mia3_617,1.421103706,0.529164973,-0.327929415,0.315693907,-1.523661543,-0.414371628
IPI00263265.6_Itpkb_200,1.064639546,0.505135982,0.973939878,-0.376930679,-0.789056987,-1.37772774
IPI00153429.3_Chtf18_70,0.757574714,0.97040027,0.554847453,0.211018489,-1.141094938,-1.352745989
IPI00112296.1_Ssbp2_333,0.108559381,0.075526594,1.552428752,0.048109574,-0.193127238,-1.591497064
IPI00112296.1_Ssbp2_321,-0.549233906,0.765771087,0.512028862,0.39125287,0.678978592,-1.798797506
IPI00886005.1_Mapk8ip3_549,0.015750718,0.785388048,1.358199624,-0.375369978,-0.257146809,-1.526821603
IPI00380785.16_Slc9a1_609,-0.108362207,1.634089118,0.519035884,-0.021297735,-0.989902286,-1.033562774
IPI00380785.16_Slc9a1_606,0.079770163,1.921198225,-0.199085659,-0.254325535,-0.753152308,-0.794404887
IPI00845638.1_Pds5b_1162,0.859872017,1.008223792,0.292697224,0.161545709,-0.694421258,-1.627917484
IPI00828976.1_Tmpo_167,1.522228601,0.287853846,-0.683821529,0.525268877,-1.322084171,-0.329445624
IPI00625848.2_Plcb4_889,1.10032658,0.94331043,-0.186305859,-0.16102345,-0.011470362,-1.684837338
IPI00858249.1_Eif4g1_345,0.930141244,1.03844698,0.347803282,-0.832420086,0.013490703,-1.497462124
IPI00752794.2_Fam193a_688,0.111556228,0.169934934,1.758549129,-0.522799611,-0.288592037,-1.228648644
IPI00944754.1_Tmcc1_450,0.955889889,0.757158082,0.295557818,0.139375281,-0.332608405,-1.815372665
IPI00340401.6_Gltscr1_757,1.275996827,0.806136088,0.148498236,-0.532398631,-1.547141987,-0.151090533
IPI00223019.2_Apba1_309,0.949239646,1.049552557,-0.098774222,-0.689915713,0.338206449,-1.548308717
IPI00407458.3_Tcf20_455,-0.628931334,0.601750061,1.303807687,0.713941299,-0.834760237,-1.155807477
